"week_end","article_date","asset","title","description","summary","publisher","url","query","query_rank","gnews_rank"
"2020-12-11","2020-12-07","TNX","Government bond yields and the dynamics of duration supply - Bank for International Settlements","Government bond yields and the dynamics of duration supply Bank for International Settlements","Government bond yields and the dynamics of duration supply Bank for International Settlements","Bank for International Settlements","https://news.google.com/rss/articles/CBMiWEFVX3lxTE8xMTBGTzRjd3JNVFUtYmVDYjVTcnBEX0hxTnNJc05qZy13MlQxWHNHVFVxTC1TVFBHZXhVQlcteWdoSGlPdjFCZ2F4M2N0b2xnWkFnSlB1TVA?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2020-12-18","2020-12-17","TNX","Treasury Yields Rise After Stimulus Progress - wsj.com","Treasury Yields Rise After Stimulus Progress wsj.com","Treasury Yields Rise After Stimulus Progress wsj.com","wsj.com","https://news.google.com/rss/articles/CBMimgFBVV95cUxNdWNydFoyZmZmOFpmTlhacDRuYnJuendSblBCUWtTSmNadkF1QmZnQlN5OHVTQ195NE5WUUlHbXRaSzdxQlpDTlJuZHFheTZ4NEJXVmpVR28tbDJmQnZnaU1oWUVHQS1wdFQwTDdqMXhjM1VHaU1MbWRrQzh5LTFxcG9VTXdpaHRZM09lU0ZhcktoVGt1U1VFdDV3?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2020-12-25","2020-12-24","TNX","Mortgage rates end year at record low, even as Treasury yields rise - National Mortgage News","Mortgage rates end year at record low, even as Treasury yields rise National Mortgage News","Mortgage rates end year at record low, even as Treasury yields rise National Mortgage News","National Mortgage News","https://news.google.com/rss/articles/CBMirAFBVV95cUxQMkxlbGJFMzBtWnRnTTduMTJ1TmFWU2pyeGdtZk4zQ20wYmtsWWpjUkNFX0VUejRzYkM0clBJUmN5ZlNSQXA0V2FTYkdLejF3ZkRwQ0pBYURUczIzdW55VWhjTGthRWlQdE1rZDEtbm9xNEZsTXVDdllBMTg0dzZLdEQwenFKTVZZMlY5XzE4dzhqNVpMRGFQZ1c1WFBxazFScE1HTU1MMUNTWmtp?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-01-01","2020-12-31","TNX","Treasury yields hold steady on last trading day of 2020 - CNBC","Treasury yields hold steady on last trading day of 2020 CNBC","Treasury yields hold steady on last trading day of 2020 CNBC","CNBC","https://news.google.com/rss/articles/CBMikgFBVV95cUxPaU4yd0pYcVI0RDNCSDZ0SXVNVno2OVlWVkg3RV84T0loYmpoY0FiUUk3R2lTcjRIWTJlU0Q4MnI5OVdDVXowelVXaVR0WGY0Rjg5YWkxQ3A0LW81NEV1eGdDVnV0RkxYN05QTi1ZVnNLY29PUUhEeHN5ZDljQjIxSmpVc2JTRTdCR3BubGtWLXA3d9IBlwFBVV95cUxPbGhTYjFGVDlHS0NWWktWTkltMmxkN2tEQjhDOER1QzJoUWR4RGZSQUZscDYzbHJ2WHVZVWxZTUZZbklrV0ZKZW1Ub1JuNDdfZTR2WFRkeDBpbkZiMnkyLW5NWEh3QWFGVHhUVW95SVpyWWM1WTZwT0dzdnd2XzBfdzBQbFdrN3NiVE5NWVU1Zno1bmNNQlk4?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-01-08","2021-01-06","TNX","U.S. 10-Year Treasury Yield Hits 1% for First Time Since March - wsj.com","U.S. 10-Year Treasury Yield Hits 1% for First Time Since March wsj.com","U.S. 10-Year Treasury Yield Hits 1% for First Time Since March wsj.com","wsj.com","https://news.google.com/rss/articles/CBMiiwFBVV95cUxQMFZ0M1pkZ1pzRHQzQkZBdjA5U1ZrOE5TZTNPdi1BZ1dJblhxSXdqSGJMOG1UVV9KYXF3dFl6RC1RajhWWncwRTdiX0VNRlBRVTJrVzVRaWttVEhyNDdJT2xlRDl0YTBRX3FPVFZNWEFUa0cwbHFGbVNodmFfYmJNNV9tWGZUSjJGR0pZ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-01-15","2021-01-13","TNX","Treasury yield curve steepens to 4-year high as investors bet on growth rebound - S&P Global","Treasury yield curve steepens to 4-year high as investors bet on growth rebound S&P Global","Treasury yield curve steepens to 4-year high as investors bet on growth rebound S&P Global","S&P Global","https://news.google.com/rss/articles/CBMi-gFBVV95cUxPOVZuSkJoanZYX3NQaUF3ckhHaVBwR3VjQzlMVVd5SS1xaWt5QTVjUEdJZ0hSdTcwcEkwZ1BGYjhUeGJJeG5FZmRsUy1fUU5JQWFMUkF2WVp2djFpc0NNNU1yMi1TOE1ScmtkQlgwSjdGdTJLa0lrQUlPX1BUUzRmY0VZRW5UTHZQNlF2dGFRZ0l5eXJ6Uk52TXdNdHFuQjNRSnY0RHFjRHZrUXBKaWs1cFFJM194dzVoNmIxd3A5NWVUV2I2X083UlFBa1BQbmc4bXBNWm9ubkZESXFCa2I3c3lUekFBLUhXLU5LWTFLMGYwQjY2QzBTSWNR?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-01-22","2021-01-20","TNX","ECB Is Capping Bond Yields But Don’t Call It Yield Curve Control - Bloomberg.com","ECB Is Capping Bond Yields But Don’t Call It Yield Curve Control Bloomberg.com","ECB Is Capping Bond Yields But Don’t Call It Yield Curve Control Bloomberg.com","Bloomberg.com","https://news.google.com/rss/articles/CBMitgFBVV95cUxOOXZrR2pTZ1Y0bFZ1QUZhNWY4NmZGcGJ1NmJaWG1uNGxVTW5OVVBDZ0VaZXQtQ1BhaGNYdTM0VkZzWFd2c05WSVZROG9EYnl0MWpDZnZBVE9xTTE3ZkptNGg4X0EyM2w3M19ZaGRLQXkwQjRPTGtJaDdKcXowdzNRVkUyWjR2YVp6WGVQUHEwQ3JTVm5HOGRtRENOQWw4WFlWOFhkQzBhZGxnWFVjU2oybmNpc1FCdw?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","5"
"2021-01-29","2021-01-25","TNX","Why Financial Advisors Should Watch the Bond Market - U.S. News Money","Why Financial Advisors Should Watch the Bond Market U.S. News Money","Why Financial Advisors Should Watch the Bond Market U.S. News Money","U.S. News Money","https://news.google.com/rss/articles/CBMi8wFBVV95cUxOdXQ2eV9VdDBWT2labURQUlFocXRuTU80UVQwaGpmMWwxcFRtekFvc0FyYlI0OVZsS1l5UUNPclZ6ZUpyUGNEY250eXNkUlF3S0huOUZHbVZncUlkWTIyMGZJd1R6N0luRmxVNGdBeWFhYlQ2bUVDY1JjWUhReG43Wkhqb0x4Q3k1Uy1DN1BrcG8zZGEzb1gtN01takhNWUZfQWVUd1hHWVFqbHNuY3FWdHFzVWpnSU94ZmV2SWVOTWpmRDZyNUJkNXFqZ2tmZ2xXM3dURm1pUTMxN0FpSFpXUFFsNVR4ZVpYTERKSHFaMUN1WjA?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","4"
"2021-02-05","2021-02-04","TNX","The Yield Curve Is the Steepest It Has Been in Years. Here’s What That Means for Investors. - Barron's","The Yield Curve Is the Steepest It Has Been in Years. Here’s What That Means for Investors. Barron's","The Yield Curve Is the Steepest It Has Been in Years. Here’s What That Means for Investors. Barron's","Barron's","https://news.google.com/rss/articles/CBMizgFBVV95cUxQRVlBZ0R3eFAxQWZoYzlsNDhWel9xSHFsaGIzUHRTQjNHcUpfZkY2OU1aX0lWMHJmWUlnTXlkS0xMUFlYdnFGSFNuakd6TVNId09rOC1rWHQtTzd1Q2NVQ3lwc3dKNkVWZzE3SmhVVzJ6SWRhRGZ6eEdzeE9zTHZ1R2dPRGttRFp5WkkyOUx2ellUNFhLMi04ek1lNUF6bEVDN25IY01pV3VtODRXUHZ1Vl9ydnFYaWlYMk5JS1NRM1BUUlh2QzZyaWFVclVsUQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2021-02-12","2021-02-06","TNX","The role of oil and risk shocks in the high-frequency movements of the term structure of interest rates: Evidence from the U.S. Treasury market - Wiley Online Library","The role of oil and risk shocks in the high-frequency movements of the term structure of interest rates: Evidence from the U.S. Treasury market Wiley Online Library","The role of oil and risk shocks in the high-frequency movements of the term structure of interest rates: Evidence from the U.S. Treasury market Wiley Online Library","Wiley Online Library","https://news.google.com/rss/articles/CBMiakFVX3lxTE9yYmNBVEtmMy1LVVlpMjk3eWQ4dmVJUnh3YVZHd0VPc016U0dZdXR3ekp0Y21DbDdCbnAwc2diZHNTYnNJUHR6WjNGQTlNZmIyNE45WVlsY2RodHUyOTNaSE5jWVEwaVE2NGc?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","3"
"2021-02-19","2021-02-13","TNX","10-Year Treasury Yield Hit 1.21%, More than Doubling Since Aug. But Mortgage Rates Near Record Low. And Junk Bond Yields Dropped to New Record Lows - Wolf Street","10-Year Treasury Yield Hit 1.21%, More than Doubling Since Aug. But Mortgage Rates Near Record Low. And Junk Bond Yields Dropped to New Record Lows Wolf Street","The Fed has the short-term Treasury yield locked down near zero, via its various interest rate mechanisms and Treasury purchases. One of the classic measures of the yield curve, the difference between the 2-year yield and the 10-year yield, widened to 1.1 percentage points on Friday, the widest spread since April 2017. That spread had turned negative briefly in August 2019, when the yield curve “inverted” as the 10-year yield dropped below the 2-year yield. The average 30-year fixed-rate mortgage rate, which generally tracks the 10-year yield, continued dropping after August 4, even as the 10-year Treasury yield was rising. This chart of the mortgage rate as per Freddie Mac (blue line) and the 10-year Treasury yield shows the disconnect since last summer.","Wolf Street","https://wolfstreet.com/2021/02/13/10-year-treasury-yield-hits-1-21-more-than-doubling-since-aug-but-mortgage-rates-near-record-low-and-junk-bond-yields-dropped-to-new-record-lows/","10-year Treasury yield","1","2"
"2021-02-26","2021-02-25","TNX","10-year Treasury yield jumps to a one-year high of 1.6%, a rapid move unnerving investors - CNBC","10-year Treasury yield jumps to a one-year high of 1.6%, a rapid move unnerving investors CNBC","10-year Treasury yield jumps to a one-year high of 1.6%, a rapid move unnerving investors CNBC","CNBC","https://news.google.com/rss/articles/CBMiowFBVV95cUxPeTFFTEZVdWNHTEstX0xuSkVlM1Z2T1RDdHBCcHV5VHNYQUE0RnYybnJTQ0hEX1JXTklpbnlnUVgtcTJZdXQwYW5xYlY2SXctVlJUdlpSTFJqMVQ4aXZENjE3ZW51MDhXZjVmVExORks4M0FocFRyUFJfWGJiSU5CellfcmU4eThsSWZhMHdmZWNscENsRVRaTloyRTNaU3pOYm1B0gGoAUFVX3lxTE1leVNGcFJfZmV4cVNLWkFfeUt4YmV6WHh1b3lSMnhISlJ6OUJTZUMtcWc2N1M0ZjJOR081T2VJSjJtY0UzckFGSjVDTmFxT1c4VFYwUVoyb2tLNGZnSW9yMTgwZ1BmTHlXcmFKMVExTzJ0ekNPNDhOdEQtVllyeS1HUGk2UXRadFlmdzViLUxVVXg1OXVMSkYzWEZWTElrbTF3OGU0N3lscw?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-03-05","2021-03-05","TNX","10-year Treasury yield jumps to 2021-high of 1.62% before pulling back - CNBC","10-year Treasury yield jumps to 2021-high of 1.62% before pulling back CNBC","10-year Treasury yield jumps to 2021-high of 1.62% before pulling back CNBC","CNBC","https://news.google.com/rss/articles/CBMimwFBVV95cUxQMWEzZE9hbVlVdEtVdEUxVmVBcGhFQi1kQjVtU19lR1BrTUw1b1RFb1RRdWI3VU91NlA2NUcyQ1VTb000a3JvZXBFaWE3QzFRZjRtbG9zTlVwRDhtSG13RF9GMWxBUmRuRm15WjB1YmhsN3BjZTVoT1U2OHhOcldybktYUlFOTzRUTjNqZ3FQSzFpcW1mX1kwWHJwRdIBoAFBVV95cUxPNXFYZWNvclVjQkpLN0htUkpjMjM4bWdReEdhWVdUSHRtOVpRMmtQczZxMVhUOXI5SnQzREFxWDR6Ums5cFdTRUYtZEdQeU11VWI5aGRqa0VDMi15Uk0wN0ktYVpGMldtVnk5clozU3BJNFd3Ui16c2J3RW5TcFZjcUdGVlN6Uk9fZmdCNkM0TkZuajRlbVZpOHdHQnVUeFN5?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-03-12","2021-03-12","TNX","10-year Treasury yield jumps to highest level in more than a year - CNBC","10-year Treasury yield jumps to highest level in more than a year CNBC","10-year Treasury yield jumps to highest level in more than a year CNBC","CNBC","https://news.google.com/rss/articles/CBMiogFBVV95cUxOMHVFczI4NVpLZ0lHakJwOE9OeW1oVEJhN2lKR0dneDM4cDc1aTRGVGNTWUtsTGtSZXN5djlXSldOMmpaSGtYcEFGb0syT21SNHJyOTl6MzQ3TUd4dEVnZExsdVRPNi1RNFNsOThzY3BVSjZvRnQweFZsQWdBeTVIM1RLNlJRREwyN3JLOGc4b3phNFRKbVN4TjFEaUl5Y0hlR3fSAacBQVVfeXFMUE1JYTF3eENlRHRIalRHeC1nVk1wbkZIR2JvZkJBQWkzUU4yU0w2bDRtSGxCb1J2TzMxMUROcmo2d1lKRWhFbl9fQm9vT19ialN2RGNvNGxBV2xVMXVwWVlIZ21tbmJ1Wk5qX3pxcWgyeFFPUjk5MXBMbkdaMGxVN2dQMmFrcS03a0Z6RkRNbjVLMWwzVDROaEcxUW8wdm4zQVpQdWZXWGM?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-03-19","2021-03-18","TNX","10-year Treasury yield climbs above 1.7% for 14-month high, 30-year rate briefly tops 2.5% - CNBC","10-year Treasury yield climbs above 1.7% for 14-month high, 30-year rate briefly tops 2.5% CNBC","10-year Treasury yield climbs above 1.7% for 14-month high, 30-year rate briefly tops 2.5% CNBC","CNBC","https://news.google.com/rss/articles/CBMitAFBVV95cUxON2xNYmFQQWdhYVAyNmdWS0lOVHhtZnUwS3B1ai1YNkJUaGpCMFptdlA1ME1yNVhuODBVSTZaaEEyTXdZNDV2Zk5nYTM5SldmN2YyMGZ6YURQSlZGSDNRLXZxXzBkdzQyQVI3UWhlU0ZqM1RRUklUUFFFTXl6NEdmcF9Cd0x3ei1SWFNEdHRFUDhQTFFYZnFtbFdFaloteU1wUWl4c3NINU4yNkphTDRYZHUwcTHSAboBQVVfeXFMTW1pbElTUi1hZVFQN3QyZTJiRjllcDUwd3BKaVdnTHRRN25heUpxQWdzc3RHTHFxaDBlQndjWDRRQjd4Y3J2QVAxZzRCS2xGc0ZqU2lyNEdpM1VodDJpRjNXd0w3VjhuUkFjUGY1REl4Mjk4cE1ybTlGbkJZeTlONW54RXBPVTZ6T3RQY3ZlS0dlSmNuSWFUWUJmSk04VkhMLTZSemZiN0hwNkhBQ2p4VVl4Ul9NdFhJQkFR?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-03-26","2021-03-25","TNX","Mortgage rates rise following an early spike in Treasury yields - National Mortgage News","Mortgage rates rise following an early spike in Treasury yields National Mortgage News","Mortgage rates rise following an early spike in Treasury yields National Mortgage News","National Mortgage News","https://news.google.com/rss/articles/CBMiqAFBVV95cUxNN2c2ZlNQeGVVNGtOVFVjaFhfZlVTN1ZwRnhtci1QUnRZUHp6aGpXVFNCeE51OTV5N3hjeHhNN3JaajM0Znpmazhvd0JtclVZZ3U3MXFmSjdwQWVWQ1RyNnIxZk42UGk2NDVOcXRtd0poYVhUUzNVZWVFVzdTeDBYUDZsYXZkVFQwcHM2Q0VEWV9XZU1qejFZZU84ZFFFQ0hydWx4VmptWUo?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","3"
"2021-04-02","2021-04-01","TNX","10-year Treasury yield rises above 3% to start big week of data, as investors assess Fed trajectory - CNBC","10-year Treasury yield rises above 3% to start big week of data, as investors assess Fed trajectory CNBC","10-year Treasury yield rises above 3% to start big week of data, as investors assess Fed trajectory CNBC","CNBC","https://news.google.com/rss/articles/CBMingFBVV95cUxQblhYWFdpZXRoQkdFTzhVWHRxMzFhMWFiSGNreDhfN0kxbzBEMFg4VFFPR1ROLURScWxjcnhwU1JhR3RZSmU4T3lJS1BIRVVzcldkOHpuYTdCX3FUek56OFNSdkdtemxERDZKVlVxV05KV2wxS0FRYl9NNDViS0NBZEpnQVVrZm5fU2tPeVBNanBGNkdGN2pxczVwaXl3Z9IBowFBVV95cUxNQVRBXzRVQlN2aThKMzB0UW5TVlZ4enVSYkdyT2YyTGlkV0llTXgyVE43SGliYWFRcmVMNk9kRTNrdDJXTEt6NXJoajdrRzBXQ1pKUEk0bFBOYjl3bk5pVTNoOXdBWHlIeWxmZTRScU9fNFR0Zi0xUlNVNFc4OGFqcDRLNmllNHNraEhGTzlPVUFuZ095eVZyUWlBd2NKc2lvU0VJ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-04-09","2021-04-08","TNX","Fixed mortgage rates upward march halted as they fall for the first time in 7 weeks - The Washington Post","Fixed mortgage rates upward march halted as they fall for the first time in 7 weeks The Washington Post","Fixed mortgage rates upward march halted as they fall for the first time in 7 weeks The Washington Post","The Washington Post","https://news.google.com/rss/articles/CBMivgFBVV95cUxQU0R4SW9JRDZIYXV5eWpoNHhJVzlIYXFWNE1PdmtrYXIzZHlaRXNwd1hYZ2xZVF9Ub0o2Um1WVHJrSDd0eWFjTDZYWjROakdwb25wU2pvdko3YWFWWHZYcWdPMGZjYXRkSkJYVzRZNDU3RVhHNmNxMS1FWHRrbTRyZnR4UlhtLXNkR3ViRzc3ZXByaS1rQXFPWlNmbVNtQjN1ODNJRFZhTi1GeHVkcGtIUHlRUzJLdi1jcXhCMjdR?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","6"
"2021-04-16","2021-04-15","TNX","The Yield Curve as a Predictor of Future Growth - Federal Reserve Bank of St. Louis","The Yield Curve as a Predictor of Future Growth Federal Reserve Bank of St. Louis","The Yield Curve as a Predictor of Future Growth Federal Reserve Bank of St. Louis","Federal Reserve Bank of St. Louis","https://news.google.com/rss/articles/CBMikgFBVV95cUxOaUw0YWh1X2VYTHc5d0h2Y2pvLWFyeHE3SGRsa0xBNjlEbExhTi1PdVRPOURCOUNvbU1mS2hGSzQ4cEVZdk5sMW8wZVVNeW12RDdQeWRSdFJUZXhUTi12cU1wME9hbm5NRDJ1RmwzVlgyZ1cweDJDM3B3UkJldUNuUjhMTDNlcllhYXRsLVVGLVBqdw?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-04-23","2021-04-21","TNX","Treasury yields are flat as muted trading continues - CNBC","Treasury yields are flat as muted trading continues CNBC","Treasury yields are flat as muted trading continues CNBC","CNBC","https://news.google.com/rss/articles/CBMipgFBVV95cUxOd1JYV183WHF2QlYtMkZmZEVqTEI1R09zblJlWmlrOGsyUnY0cmprY0UzUEF3Y0U0R1owRmFkUzJKVDNuUXZ4T3NyRVJZdkJZbC1NUmRLVXRIT1pLRDlJM2VzT183UVY5cGUyTURjcG9EblY5dGd1TVNZUktCVy1EamVYZEFjeHRRMzMzSXNCMmJxWkRfN2Y4Q0p3VzU0a2ZrRURpRVhR0gGrAUFVX3lxTE50NERHby05R2tqNlhwUzBSODlXSEdhalFQbDZtZDZSTlE1TTllUFI5eGZXQWJMN3FOQkZ3QURTLW5RUU1aRGNubnc3cXJDb3JldnVKVXhfZk1MT042bTdhcU1rWmZRa1NQc0ltcHQwamdiMmlsUUQySkMwTENscHVLcXZ4MC04QXJjLWNPUGcyNDRJdTVQSzFTZ3hiaHI2d3pxX0ZoUzhZcHpIVQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-04-30","2021-04-27","TNX","U.S. Treasury Yields Rise Ahead of Fed Statement - wsj.com","U.S. Treasury Yields Rise Ahead of Fed Statement wsj.com","U.S. Treasury Yields Rise Ahead of Fed Statement wsj.com","wsj.com","https://news.google.com/rss/articles/CBMipgFBVV95cUxQa205bklCSnFUR2l4QjZrZnU0N280ek9VZG4wal9HMzBKTnh1UlNpaDNaNndFNjBPYnU5UXZ1cUUyWklhbktpcTBLWUdFVGk3QUpkN2hXeFU2RFVhSWN2RnN4OU9raUFTa3hWT3RBMlA0MHFBR0hiT005Q3l4Mnh6OWh4N2kxMFVfS3ZIZjNPQTJIdWlOTENmd2gyNUtIU0Jlc2pkOVFR?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-05-07","2021-05-06","TNX","Mortgage rates remain under 3 percent for third week in a row - The Washington Post","Mortgage rates remain under 3 percent for third week in a row The Washington Post","Mortgage rates remain under 3 percent for third week in a row The Washington Post","The Washington Post","https://news.google.com/rss/articles/CBMipwFBVV95cUxNeDl4M2hlbTJ5T1NDa1cwMTRNNGJMdzdtWnVPangxcERKbkV2MTJPSzMyX1VMQU11bGNWZGZmWFBkSTA0b0FzSXIxRzh0NWFfeG8tcVA1bmpzY0NGUkh3VW9wX0RfXzQ3bE5vejA2U1dQTzRYZ01LRTUwMm45U0lNNGFtUE10ZVJ1OEVydEpNaVhPd1o3Q3hrQ3JjcEJDOGtNdzNWZ0wxZw?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","4"
"2021-05-14","2021-05-13","TNX","Mortgage Rates Are Up, Edge Closer to 3.4%: May 13, 2021 - money.com","Mortgage Rates Are Up, Edge Closer to 3.4%: May 13, 2021 money.com","Mortgage Rates Are Up, Edge Closer to 3.4%: May 13, 2021 money.com","money.com","https://news.google.com/rss/articles/CBMiYkFVX3lxTFBPTnVOTXFiaGZMS25YU0VnMS1BUVNFckxQTFBBbTBrMHJabXBON0xITlpjV0kwQzE0WTNSYnlNZGEzSFl5MnFoYXVhU0tkcnJuamltUGFnNmlRR1NweTU1Q2Vn0gFuQVVfeXFMT0JHNVNlT3lWMjM5WGVJTWNjTlVOLU84VktjN2g4QkRuY00zWENPYmlRZXM3aEFfU24zQTFJRkxJV0dweDRDSzJqeEZGaVBHWEhpemxKdXA1ZmVtU3k5MmdmWjBodTM5M1dENEZJLVE?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","7"
"2021-05-21","2021-05-16","TNX","Dollar inches lower as Treasury yields hold firm - CNBC","Dollar inches lower as Treasury yields hold firm CNBC","Dollar inches lower as Treasury yields hold firm CNBC","CNBC","https://news.google.com/rss/articles/CBMiggFBVV95cUxQZDlkRnBVejBpbDc4aTJXcTZuYW5FTkVZZU16TDhkQ0VYVmVzZWl1Y2IyY0RqbTc4b0dhWE40UWNnSEtVdElCYUhFLUxYc0d0Vi11cDlzUUk0MDFCMjNQMmN1LW5zSWJGd2JJRFphcC1qcXlhYzF0ZnZER21pYmRSOU130gGHAUFVX3lxTE9vUmRXZnoxVUdtRUlIcE5IaGQydGQ0X3NWX2trWThtbnZ0SUJoTzE4MU1DYlQxSV9HblFBZmVCSHlGaTA2WjJXWmxKUHpzS21KMEhSWkZvMXhMZkhvSWRIVzduZm91Q1g1VTA1cWg0cDRjR3JkSV9sQnNabE9SQVA4Z2ZDX1V1TQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","2"
"2021-05-28","2021-05-27","TNX","US Employment Recovery Continues, 1Q Growth Rate 6.4%... Dow Index Up, Treasury Yields Rise - 아시아경제","US Employment Recovery Continues, 1Q Growth Rate 6.4%... Dow Index Up, Treasury Yields Rise 아시아경제","US Employment Recovery Continues, 1Q Growth Rate 6.4%... Dow Index Up, Treasury Yields Rise 아시아경제","아시아경제","https://news.google.com/rss/articles/CBMib0FVX3lxTE1OcV9SNllxVVR0ekg3NHRQVi1uSFF3ejc3Q1hQZmZobzlKazNEMXFRckdxUkE3SVhEVjBCckZ2NzdvR081OEcxYm5WcGxqTWRXVTVYUktpN0JuSl9aUkRhVEFMdEJ6MHJTUkV5d3BGVQ?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","7"
"2021-06-04","2021-06-04","TNX","U.S. Government Bond Yields Slip After Jobs Data - WSJ","U.S. Government Bond Yields Slip After Jobs Data WSJ","U.S. Government Bond Yields Slip After Jobs Data WSJ","WSJ","https://news.google.com/rss/articles/CBMingFBVV95cUxQb3NVa29aRFpfRkduMmFzemZjUHZYeTZTRllSSEl0cGlRMW54a1JCaWYySmZlb3plN1ZWZTI3WTNGSllDQ25UZUVZNUx2TUhVc3JVTU95bVJsNGNGcDJ3N25GaTV2OTFVYzFpaU9faks3MHM0VGhhenJ5TXJhZUJoTVR4alktRUJ5dl9rY3ZxdlNnVUFOb2ZNdDdaOWlnZw?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-06-11","2021-06-11","TNX","What’s behind the recent decline in 10-year Treasury yields - The Real Economy Blog","What’s behind the recent decline in 10-year Treasury yields The Real Economy Blog","The yield on 10-year Treasury bonds has dropped nearly 25 basis points to below 1.5%, touching 1.42% overnight on June 11 from its recent peak of 1.74% on March 31. Increased demand for bonds: There is recognition that Treasury bonds provide a risk-free return in an increasingly risky economic and national security environment. There is recognition that Treasury bonds provide a risk-free return in an increasingly risky economic and national security environment. Even then, yields would still be below the trend decline in interest rates shown in the analysis below. Real short-term rates below the natural rate indicate an expansionary policy, while real short-term rates above the natural rate indicate a policy of contraction.","The Real Economy Blog","https://realeconomy.rsmus.com/explaining-short-term-moves-in-interest-rates/","10-year Treasury yield","1","1"
"2021-06-18","2021-06-16","TNX","Column: Is the world holding down US Treasury yields? - nippon.com","Column: Is the world holding down US Treasury yields? nippon.com","Column: Is the world holding down US Treasury yields? nippon.com","nippon.com","https://news.google.com/rss/articles/CBMiYkFVX3lxTFB3MVdySjA0RGZPdDFLUjBGX01Ma29GcktnbUJvWm90Uk5Vb3FDODFieTMycUo0V3VUV2NPUHp1d3FRa1VDMTVtWE9zU0FSM1BxZmd3a3FQS3VwU2hSZTZBR3Jn?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-06-25","2021-06-23","TNX","The Fed - Are Rising U.S. Interest Rates Destabilizing for Emerging Market Economies? - federalreserve.gov","The Fed - Are Rising U.S. Interest Rates Destabilizing for Emerging Market Economies? federalreserve.gov","The Fed - Are Rising U.S. Interest Rates Destabilizing for Emerging Market Economies? federalreserve.gov","federalreserve.gov","https://news.google.com/rss/articles/CBMi2wFBVV95cUxOaFJwZFlqSjhKNERZRHBVN2RhUHdIQS1JVDBPemJCN2dCVGJON3lnNFNqWU11a0d1aFlHY1VRYUVqa0p2ODRJejBmTy1lanFieTNPV1MtdU9UbDJBLUNmUk5rd0RqbUtPUjRPSEY0cUlyYlhTdVFWZWFxeFdnVjBtNnZjLUZmMUhWOHRKYkx3OGJ0T0VaNjZjNE41TENKZXRpTjNra1FGR2JKaGkwWjdjcXo0Q1J5eTdvSjJ2NDBjOG81c0FSdTF4SUI4bFhFN0Rhb3FEcVdxclN6eHM?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","1"
"2021-07-02","2021-06-30","TNX","Treasury Yields Signal Investors’ Waning Economic Exuberance - WSJ","Treasury Yields Signal Investors’ Waning Economic Exuberance WSJ","Treasury Yields Signal Investors’ Waning Economic Exuberance WSJ","WSJ","https://news.google.com/rss/articles/CBMirgFBVV95cUxNNnNQT0p5T1VzcndmSGJ2cXoySEZaOFNReDViTUhLZzV0YTdfbFZTWkpobWtRUnY2aWoyUkdoMGR1NlNyeVpwWlJ5TVhqTGg3aUdlN09aY3J3MGlMZDVFLVN5NlVXaWxPRlRTWFpEcDgxckwzR3FoaVk2YVN6TjNqeXJIdTB4WDBPdzJSei1sdWxPMm9zRmRVejZkajc1WVg0NGdMLTg4dkRveUN2Vmc?oc=5&hl=en-US&gl=US&ceid=US:en","10-year Treasury yield","1","4"
